station,lat,lon,altitude,magx,magy,magz,mag_abs,mag_abs_std,time,unix_time,mag_count,student_id_list
0,50.84659631,6.267998891,156.5785633,18.81524386,6.620187364,-42.73531941,47.1647147,0.357572052,3193.791,1657359709,70,403196
1,50.84624819,6.268153667,159.4369804,19.91629859,4.171751237,-43.16645971,47.75313181,0.410487459,3808.866,1657360325,70,403196
2,50.84623361,6.268141549,158.6044978,19.85795103,0.499489093,-43.21225363,47.5614939,0.319299845,3857.624,1657360373,70,403196
3,50.84619277,6.268243106,156.691047,17.27563117,-1.283053643,-42.89119742,46.25880666,0.298418944,3968.059,1657360484,70,403196
4,50.84612998,6.268338409,155.6955972,16.87823772,-0.451643855,-43.29352477,46.47166715,0.290549,4055.106,1657360571,70,403196
5,50.84609714,6.268411129,155.5901746,18.65113201,0.343113068,-40.34819478,44.4537971,0.371404879,4166.449,1657360682,70,403196
6,50.8460543,6.268485404,155.9491942,18.84497732,0.880881602,-44.03921291,47.91114862,0.307391485,4289.965,1657360806,70,403196
7,50.84600892,6.268551096,154.4363768,20.08619134,5.165892185,-30.30793904,37.08086886,1.075796726,4411.679,1657360927,70,403196
8,50.84595887,6.268628782,155.1971181,14.19659093,0.626433294,-42.43729749,44.75606292,0.278161419,4539.148,1657361055,70,403196
9,50.8458911,6.268697207,158.3116238,15.55896773,-0.874858173,-41.85583736,44.66508413,0.426846967,4657.079,1657361173,70,403196
10,50.84582494,6.268771603,156.3937551,18.70085117,1.475093712,-43.66537601,47.52583575,0.321965642,4750.106,1657361266,70,403196
11,50.84580626,6.268844399,159.1936105,17.88216032,0.281947388,-43.97491613,47.47377625,0.398230676,4838.826,1657361355,70,403196
12,50.84573513,6.268894817,158.5812831,16.67466371,-0.8835031,-43.5044687,46.60077956,0.322336464,4963.52,1657361479,70,403196
13,50.84567277,6.268948336,155.96884,14.13794696,-0.250787001,-43.30206293,45.55704427,0.333330701,5062.739,1657361578,70,403196
14,50.84562052,6.269006907,159.1332465,18.06940517,1.651157502,-42.99080118,46.66460898,0.355865593,5140.925,1657361657,0,403196
15,50.84564379,6.268844017,157.7623758,16.38504876,-0.90220959,-41.86889997,44.9836313,0.527014512,5163.058,1657361679,70,403196
16,50.84658437,6.268022843,157.3250941,16.66102582,1.038370361,-44.37933093,47.41801251,0.441114361,5256.306,1657361772,70,403196
17,50.84613517,6.268227284,161.087653,8.556749439,-0.405389113,-39.71547056,40.63246302,0.329330224,5619.553,1657362135,70,403196
18,50.84610342,6.268228373,161.1987271,13.62735243,0.00382482,-46.3934657,48.35691485,0.531240286,5899.846,1657362416,70,403196
19,50.84609776,6.268227285,160.5990211,17.04110601,-2.814841686,-44.49634563,47.73244662,0.288396309,6004.219,1657362520,70,403196
20,50.84609513,6.268228081,160.5862363,16.36687779,-2.330051618,-44.53234476,47.50347225,0.383812206,6139.848,1657362656,70,403196
21,50.84593346,6.268304177,157.523329,16.3308307,-2.048430109,-44.31231259,47.27130765,0.303731841,6255.007,1657362771,70,403196
22,50.84572849,6.268612962,163.3468779,17.67313742,-2.537194572,-44.12179947,47.59917761,0.307693934,6375.343,1657362891,70,403196
23,50.84572809,6.268613758,163.319041,16.49421056,-2.226382136,-44.62534485,47.63199103,0.336431561,6622.437,1657363138,70,403196
24,50.84579973,6.268557868,160.67749,18.77066065,-0.373807929,-43.5080519,47.38702393,0.28969297,6721.042,1657363237,70,403196
25,50.84580037,6.268557458,161.0073359,26.68925171,-0.581624649,-39.3015467,47.52816941,1.392821287,6817.616,1657363333,70,403196
26,50.84580193,6.268556749,160.9923866,17.21292305,-1.989857798,-43.38458012,46.71799316,0.34822629,6909.551,1657363425,70,403196
27,50.84589162,6.268478299,160.6173056,19.91375618,-3.529633916,-37.92100945,43.00031902,0.811706309,6994.369,1657363510,70,403196
28,50.84596225,6.268407393,161.9389067,17.95138787,-2.421664296,-43.564131,47.1814385,0.272620319,7088.79,1657363604,70,403196
29,50.84596618,6.268403121,161.7005937,18.52672988,-1.060856994,-44.48065447,48.19800938,0.25420065,7182.306,1657363698,70,403196
30,50.84608003,6.268208787,161.1131118,20.18823321,-0.236475751,-43.8728823,48.29674274,0.406889152,7301.512,1657363817,70,403196
31,50.84656669,6.268029294,159.5464521,18.49154927,-3.853977922,-47.07654735,50.73286373,0.431580519,7425.166,1657363941,70,403196
32,50.84607855,6.268215349,157.121208,19.99816251,1.56020281,-43.66242561,48.0508558,0.291642317,7680.966,1657364197,70,403196
33,50.84607804,6.268210399,157.0461469,19.04987237,-0.38134739,-43.99391779,47.9441506,0.295923073,8012.949,1657364529,70,403196
34,50.84607752,6.268204115,156.8861826,18.38616946,-2.054497422,-44.02020787,47.75244767,0.300038113,8151.11,1657364667,70,403196
35,50.8460793,6.26819809,156.9326055,19.65074046,1.486238113,-43.90250255,48.12448829,0.314797871,8252.686,1657364768,70,403196
36,50.84607933,6.268194011,158.0995224,19.41683549,1.166064041,-44.21464462,48.30562101,0.273323716,8371.642,1657364887,70,403196
37,50.84591244,6.268052512,158.8339439,19.6603647,0.558001168,-43.64992599,47.87763955,0.294672702,8510.493,1657365026,70,403196
38,50.84582898,6.268053916,154.5862668,19.65947176,1.530784556,-44.12516779,48.33234117,0.274010729,8668.452,1657365184,70,403196
39,50.84577439,6.268112731,153.4079483,19.32109628,1.281718189,-43.93740681,48.0163353,0.285893079,8865.813,1657365382,70,403196
40,50.84577425,6.268114523,153.4036371,19.64393161,1.401586778,-43.71626086,47.94878404,0.279745345,8993.576,1657365509,70,403196
41,50.84569496,6.268378216,155.0364832,19.32992695,1.221971117,-43.92243042,48.00718068,0.29829288,9137.515,1657365653,70,403196
42,50.84563326,6.26848914,151.6139901,17.20830176,-2.825412904,-44.42895366,47.73020913,0.322948862,9248.306,1657365764,70,403196
43,50.84555411,6.268549683,155.3431867,18.71025186,0.823802148,-44.42566387,48.21385956,0.284729319,9371.961,1657365888,70,403196
44,50.8455508,6.268717376,153.8222435,17.15233601,-2.793789254,-44.82032509,48.07278137,0.324252393,9502.333,1657366018,70,403196
45,50.8455536,6.268823428,153.526707,17.86867196,-2.05194569,-44.76452201,48.24455561,0.275049375,9656.783,1657366172,70,403196
46,50.84655471,6.268021158,150.0030221,18.48563099,-0.207934965,-44.44920485,48.14226074,0.333324125,9802.046,1657366318,70,403196
47,50.84633345,6.267958087,153.8652653,16.8448022,-3.491909838,-43.95566423,47.28368596,0.506656778,10349.25,1657366865,70,403196
48,50.84630591,6.267904107,154.303371,20.00900593,4.004329913,-44.05165182,48.55064921,0.309816849,11266.656,1657367782,70,403196
49,50.84626352,6.267867983,156.2375534,19.84002696,0.219844663,-43.91583061,48.19244308,0.290162484,11385.767,1657367901,70,403196
50,50.84626298,6.267867398,156.8883974,16.6233425,-5.013404335,-44.14874769,47.44459773,0.314141803,11425.581,1657367941,70,403196
51,50.84617783,6.267756586,155.7586513,19.15472502,-0.539118771,-43.99837674,47.99190341,0.349340683,11472.087,1657367988,70,403196
52,50.84610119,6.267672834,157.1035074,17.77009566,-3.792604715,-43.98936343,47.59571424,0.264670531,11513.574,1657368029,70,403196
53,50.84610051,6.267671855,156.8794836,17.49622517,-3.392700897,-43.76941223,47.26056104,0.365010179,11564.142,1657368080,70,403196
54,50.84598822,6.26755636,152.3842606,16.35378767,-5.345204905,-43.55591327,46.83289915,0.258530576,11603.6,1657368119,70,403196
55,50.84591173,6.267447797,151.4635997,17.77452469,-3.749519324,-43.80294653,47.42270279,0.28956417,11681.129,1657368197,70,403196
56,50.84585324,6.26742434,155.9729369,17.70201511,-4.0162973,-43.58260389,47.21402642,0.318712421,11745.896,1657368262,70,403196
57,50.84577959,6.267354108,154.7666711,15.60712688,-5.129692228,-44.2202119,47.20443546,0.34883606,11789.316,1657368305,70,403196
58,50.84573385,6.267330206,158.4624545,17.98494944,-3.646965371,-43.62335739,47.32788511,0.295697537,11841.718,1657368357,70,403196
59,50.8457181,6.267218909,155.2001017,18.89063642,-2.309828888,-43.60925391,47.58311501,0.314263626,11882.848,1657368399,70,403196
60,50.84570069,6.267110724,153.9525506,18.81779834,-1.455948306,-44.07858385,47.95139433,0.338255286,11937.893,1657368454,70,403196
61,50.84564897,6.267060576,156.8482469,14.46247515,-5.50656739,-44.7155159,47.36327934,0.351362116,11979.586,1657368495,70,403196
62,50.8455684,6.266982788,156.2084298,19.24379452,-0.381445194,-43.69803047,47.75151743,0.315964189,12023.214,1657368539,70,403196
63,50.84551029,6.266940864,155.632897,16.71935231,-4.459443583,-44.53155163,47.81054589,0.287976182,12061.784,1657368577,70,403196
64,50.84543405,6.266886198,157.2423904,17.71855654,-2.935866863,-43.55986573,47.11972585,0.30505932,12099.003,1657368615,70,403196
65,50.84536565,6.266776837,156.1167728,18.80119087,-0.459161937,-44.04409458,47.89338706,0.337295646,12137.554,1657368653,70,403196
66,50.84530186,6.266708601,155.6218682,19.81211649,0.583467497,-43.84993243,48.1257637,0.361320956,12176.348,1657368692,70,403196
67,50.84524292,6.266616976,154.20311,19.26093445,-0.900966219,-43.63143463,47.70376178,0.329834123,12236.517,1657368752,70,403196
68,50.84518923,6.266543576,154.4698019,19.06642742,-1.783922953,-43.3686997,47.41252948,0.308741571,12255.467,1657368771,70,403196
69,50.84510386,6.266535252,156.5590032,15.92533986,-4.847466442,-44.04578661,47.09538487,0.316453954,12285.855,1657368802,70,403196
70,50.84503015,6.266610483,153.5159969,17.42655311,-4.227942215,-43.88853929,47.43328073,0.341090814,12327.436,1657368843,70,403196
71,50.84497631,6.266673678,156.5188331,20.91475154,1.334645043,-43.65542352,48.49924834,0.396872578,12363.715,1657368879,70,403196
72,50.84491915,6.266805453,158.2938879,18.25179858,-3.352644566,-44.15361176,47.90965266,0.3111163,12399.598,1657368915,70,403196
73,50.84485693,6.26689304,155.4339763,18.71745995,-1.262289822,-43.53857351,47.40992295,0.284935451,12429.906,1657368946,70,403196
74,50.84479668,6.266972097,157.3422941,19.98299242,-0.632277955,-43.71346218,48.1189349,0.370741891,12471.397,1657368987,70,403196
75,50.84473593,6.267087042,156.152226,17.26499786,-4.508118592,-43.9375261,47.4292802,0.330263707,12506.975,1657369023,70,403196
76,50.84467187,6.267155109,155.0115454,19.76843826,1.55318187,-43.98433903,48.25483644,0.263586128,12566.325,1657369082,70,403196
77,50.84462658,6.267276868,158.5869881,19.5896443,0.353374662,-44.21695033,48.3783189,0.315613936,12602.176,1657369118,70,403196
78,50.84456336,6.267408554,157.261171,17.01012233,-4.249861979,-44.12380022,47.49695124,0.327307116,12672.873,1657369189,70,403196
79,50.84465665,6.26742555,158.1211679,17.5998561,-4.327969027,-43.82027392,47.42655836,0.310438392,12711.207,1657369227,70,403196
80,50.84475213,6.267423658,155.4791652,21.90671501,6.176062659,-43.43980669,49.08981285,0.442420577,12763.877,1657369280,70,403196
81,50.84481816,6.267476675,157.8900236,19.68256585,0.386337617,-44.61862422,48.78106891,0.314202037,12798.315,1657369314,70,403196
82,50.84491831,6.267580873,159.411073,19.51902212,1.699326938,-44.57558349,48.69505948,0.290998103,12841.312,1657369357,70,403196
83,50.84497683,6.267667152,159.9245427,20.69296169,7.26379009,-44.83003894,49.91509683,0.297312688,12881.746,1657369397,70,403196
84,50.84505199,6.267737174,160.9266496,20.24834025,7.453337152,-44.79768797,49.72774963,0.29443237,12934.277,1657369450,70,403196
85,50.84512482,6.267798315,157.8866705,20.08172387,8.070045376,-44.61969953,49.59502563,0.363604696,12989.309,1657369505,70,403196
86,50.84520483,6.267892462,158.4824751,20.5721426,3.747114522,-45.29580966,49.90070812,0.2909717,13019.763,1657369535,70,403196
87,50.84528258,6.267962764,158.5718006,19.41059946,0.979876593,-43.99172739,48.10456074,0.308583121,13055.739,1657369571,70,403196
88,50.84537465,6.268008818,158.9386525,19.19182118,-0.717731047,-44.245218,48.23847318,0.306658752,13088.769,1657369604,70,403196
89,50.84543666,6.267951987,161.4739858,20.14254219,4.439212622,-44.24989188,48.82453755,0.282078865,13122.711,1657369638,70,403196
90,50.84558945,6.267961763,155.1743858,17.51717766,-2.996791366,-44.35395203,47.78569194,0.3215998,13164.132,1657369680,70,403196
91,50.84564147,6.268091564,157.691338,19.55158408,3.61288038,-44.45368789,48.7035674,0.342848269,13216.326,1657369732,70,403196
92,50.84571821,6.268243076,159.0266242,19.52573073,4.903780399,-44.23536857,48.60955304,0.317654051,13252.726,1657369768,70,403196
93,50.84570595,6.268412877,157.8550977,19.26887959,2.478351395,-44.41430037,48.48149915,0.332041291,13290.355,1657369806,70,403196
94,50.84547561,6.268865783,155.3334126,19.66901872,0.738550186,-44.22096252,48.41054197,0.361635632,13345.983,1657369862,70,403196
95,50.84556606,6.268981509,154.4685259,18.69416992,-1.282834894,-44.05472134,47.88846027,0.331812846,13452.683,1657369968,70,403196
96,50.84561099,6.269076564,154.9253468,17.22075795,-3.926827979,-44.20238909,47.61215314,0.340963028,13484.59,1657370000,70,403196
97,50.84565598,6.269141725,153.4113654,17.6404623,-2.37323339,-44.29954741,47.74319725,0.329702291,13518.724,1657370034,70,403196
98,50.84575539,6.269079732,151.2251401,-4.889454699,-11.33568385,-44.26229886,45.96572255,0.340215469,13554.654,1657370070,70,403196
99,50.84582175,6.268976399,152.7137169,12.5781427,-8.316758888,-43.95023526,46.55109716,0.401647102,13586.741,1657370102,70,403196
100,50.84659567,6.267994797,148.0623935,20.21324801,3.064924431,-43.65204795,48.20645638,0.295305722,13627.706,1657370143,70,403196
101,50.84642586,6.268160069,152.3715026,19.89677928,1.938330126,-44.17349036,48.48863738,0.341116985,14178.812,1657370695,70,403196
102,50.84628167,6.268438292,151.8987651,18.27038738,-1.993525105,-44.2744933,47.94492084,0.335789769,14238.298,1657370754,70,403196
103,50.84604882,6.268898437,153.2719825,17.70100654,-3.214237257,-44.17785661,47.70789501,0.328101391,14289.07,1657370805,70,403196
104,50.84593309,6.269161114,153.560272,18.78289424,-0.667333673,-44.15366974,47.99193529,0.290847889,14355.524,1657370871,70,403196
105,50.8458599,6.269421266,155.6139525,17.8122685,-2.716706082,-44.28007142,47.80780264,0.321603056,14403.173,1657370919,70,403196
106,50.84570785,6.26962627,155.9736026,18.10537654,-1.560891392,-44.37447793,47.97351679,0.264307608,14466.589,1657370982,70,403196
107,50.84576707,6.269702285,155.5974074,18.97109541,-2.217810455,-43.94404989,47.91990732,0.381617664,14527.633,1657371043,70,403196
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14588.261,1657371104,70,403196
0,50.84657696,6.268034553,148.202551,19.28128368,1.780591788,-43.8016668,47.8937688,0.342670486,31.386,1657369750,70,90895
1,50.84643335,6.268409935,152.109413,18.80464102,1.42905018,-44.11376157,47.97766179,0.395392992,89.438,1657369808,70,90895
2,50.84638218,6.268520128,152.5703105,19.67082691,2.504195169,-43.95457121,48.22389014,0.331625356,128.506,1657369847,70,90895
3,50.84633917,6.268589664,151.7671672,19.35303527,0.629568514,-44.04985166,48.12096427,0.310598373,524.055,1657370242,70,90895
4,50.84632235,6.268675926,152.6340325,18.7240633,0.54290365,-44.14506215,47.96116164,0.330068457,558.486,1657370277,70,90895
5,50.84625253,6.268770822,153.2470199,19.40630638,0.209068671,-43.85302664,47.95751245,0.341098177,596.779,1657370315,70,90895
6,50.84621864,6.26886516,152.6819841,20.62366496,1.545106401,-43.61638363,48.27359537,0.306046327,630.218,1657370349,70,90895
7,50.8462089,6.268910124,155.1065329,18.46067905,1.347521983,-44.29185655,48.00785054,0.325469551,968.648,1657370687,70,90895
8,50.84614879,6.269000406,152.6875571,20.07140375,1.838713636,-43.58244362,48.02110361,0.368454028,1018.019,1657370736,70,90895
9,50.84611775,6.269079682,152.9370864,20.42248173,2.212796657,-43.61623426,48.21439874,0.307233631,1067.125,1657370786,70,90895
0,50.84659833,6.268035,154.9875448,19.66281117,2.65053181,-44.80228075,49.00006338,0.264285028,105.588,1657360080,70,428402
1,50.84633167,6.26808,159.5868691,19.57167495,6.260373047,-44.50152566,49.0178936,0.304216272,112.128,1657360087,0,428402
2,50.846305,6.268091667,158.9867969,20.01655802,0.104651349,-44.17677547,48.50143482,0.320550149,115.301,1657360090,0,428402
3,50.84626667,6.268015,156.5867536,19.40025934,0.434557799,-43.97109015,48.06441792,0.331691177,283.97,1657360259,70,428402
4,50.84621833,6.267985,156.5866559,19.69199769,3.820580183,-44.51744919,48.82904069,0.322506949,408.672,1657360383,70,428402
5,50.84618,6.267936667,158.6865943,19.09806361,-0.323548222,-44.14432531,48.10078169,0.315047143,519.83,1657360495,70,428402
6,50.84613667,6.267876667,157.7865281,20.02436011,4.01541729,-44.21338577,48.70402848,0.2998353,658.747,1657360633,70,428402
7,50.84610167,6.26785,153.7864605,19.91128387,1.214033147,-44.18845188,48.4843368,0.358281844,784.075,1657360759,70,428402
8,50.84603167,6.26781,153.4863167,19.27370322,0.776898146,-44.10223378,48.13790082,0.27920799,1055.206,1657361030,70,428402
9,50.845995,6.267741667,156.7862721,19.41331212,1.439854601,-44.15894165,48.26072208,0.346949475,1278.041,1657361253,70,428402
10,50.84595333,6.267686667,155.7862067,19.48511606,-0.001484707,-44.24442607,48.34624983,0.340054018,1290.341,1657361265,0,428402
11,50.84657,6.26804,153.3874728,19.8020468,-0.042374556,-44.54374025,48.74813636,0.333618137,1577.345,1657361552,70,428402
12,50.84589833,6.267663333,155.1527552,19.31150529,0.006320286,-44.32002384,48.34594203,0.275168665,1687.17,1657361662,70,428402
13,50.84585833,6.267591667,150.586038,19.36768894,1.024766527,-44.4979957,48.5422875,0.298395815,1690.602,1657361665,0,428402
14,50.84581667,6.267521667,152.1859823,19.71844839,1.384717662,-44.11070153,48.33907749,0.292256557,1882.433,1657361857,70,428402
15,50.845765,6.267473333,152.152555,19.16443907,0.520425408,-44.27346529,48.24752208,0.335818757,2061.749,1657362036,0,428402
16,50.84571333,6.267386667,154.5858192,19.02613841,-0.659821245,-44.02157931,47.96355847,0.291048317,2458.288,1657362433,0,428402
17,50.845675,6.267318333,153.1635483,19.10892239,-0.071609272,-44.02776811,47.99699407,0.279767435,2478.393,1657362453,70,428402
18,50.845615,6.267255,152.9856661,19.27955107,-0.277160147,-44.06283509,48.09810971,0.333636911,2999.753,1657362974,70,428402
19,50.84557,6.267205,155.4855894,18.93424715,-0.203282785,-44.80552455,48.64423512,0.326252242,3221.62,1657363196,70,428402
20,50.84552667,6.267138333,155.1855275,19.37909396,1.088972773,-44.5140346,48.5630115,0.317849996,3339.093,1657363314,70,428402
21,50.84550667,6.267091667,152.6855093,19.20272685,-0.270721238,-44.08325708,48.08656687,0.296000049,3522.214,1657363497,70,428402
22,50.84545667,6.267031667,159.2854269,19.02960012,0.054292263,-44.30800591,48.22256301,0.338354318,3713.591,1657363688,70,428402
23,50.84660667,6.26802,159.3875747,18.77266167,-0.120310061,-44.48035573,48.2808112,0.320188862,3802.849,1657363778,70,428402
24,50.84657667,6.267976667,151.98753,19.07082936,0.086113351,-44.50745272,48.42235598,0.261917986,3946.911,1657363922,70,428402
25,50.84541833,6.26695,158.9020535,19.40742087,2.009337596,-44.2703568,48.38042684,0.311143964,4059.471,1657364034,70,428402
26,50.84533333,6.26686,158.185239,19.15506842,-0.301074341,-44.41581475,48.37240404,0.27750632,4199.423,1657364174,70,428402
27,50.84526,6.266796667,158.8851022,19.07556081,0.36583897,-44.22167527,48.16325989,0.276445574,4375.611,1657364350,70,428402
28,50.84517833,6.26672,156.6849539,18.97506793,-0.457842193,-44.52252502,48.40115177,0.340874667,4518.254,1657364493,70,428402
29,50.84511667,6.266658333,159.5848443,19.04416594,0.072993231,-44.43083878,48.34167257,0.386015316,4913.402,1657364888,70,428402
30,50.845075,6.266711667,159.8847087,19.25741964,1.265798024,-44.6844217,48.67531733,0.312995716,4919.743,1657364894,0,428402
31,50.844985,6.266771667,158.9844516,19.20178193,-0.345160076,-44.23891444,48.22902985,0.279874549,9054.201,1657369029,70,428402
32,50.84488833,6.266908333,158.9841287,19.81687238,-0.057311903,-44.68327468,48.88221136,0.312680653,9059.508,1657369034,0,428402
33,50.84483194,6.267060463,159.6338935,20.06816799,-0.389696148,-44.70622962,49.00671468,0.266121588,9062.12,1657369037,0,428402
34,50.84466333,6.267213333,158.6833857,19.86699865,-0.809837764,-44.80918525,49.0239545,0.284698074,9310.793,1657369285,70,428402
35,50.84449667,6.267446667,159.3828305,20.41450097,0.794498321,-44.76804722,49.21229602,0.355702933,9456.198,1657369431,70,428402
36,50.84448333,6.267555,161.382728,20.00100065,0.561469453,-44.8526638,49.11479481,0.285595392,9624.237,1657369599,70,428402
37,50.84454,6.267675,163.9827877,19.58752417,-0.06162403,-44.79134521,48.88796915,0.33575844,9722.207,1657369697,70,428402
38,50.84464444,6.267828426,163.0884971,19.32785418,0.003006758,-44.61315079,48.62108814,0.336769391,9842.715,1657369817,70,428402
39,50.844755,6.26802,160.4830856,19.69901505,-0.697219556,-44.6641001,48.82176094,0.249868878,9858.393,1657369833,0,428402
40,50.84487167,6.268226667,159.8832346,19.16214006,-0.038915236,-44.51637121,48.46674734,0.314374543,9964.892,1657369940,70,428402
41,50.84505833,6.268448333,162.8835435,19.30424271,-0.56297008,-44.36794875,48.39025432,0.260401187,10118.997,1657370094,70,428402
42,50.84526833,6.268623333,162.2839393,19.5472738,-0.099931945,-44.43907852,48.54961499,0.282710064,10274.742,1657370249,70,428402
43,50.84547167,6.268855,159.2842821,19.58498944,0.002154534,-45.41992128,49.4636085,0.287016177,10422.968,1657370398,70,428402
44,50.84570833,6.269196667,159.8846345,19.13525889,-0.027618241,-45.0077428,48.9080307,0.314758078,10554.639,1657370529,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10758.585,1657370733,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10815.166,1657370790,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10946.434,1657370921,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11162.998,1657371138,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11291.573,1657371266,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11448.711,1657371423,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11584.925,1657371560,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11719.805,1657371695,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11843.007,1657371818,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11846.386,1657371821,0,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12019.526,1657371994,70,428402
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12122.516,1657372097,0,428402
0,50.84673588,6.26787807,127.7353484,19.90259356,1.134556375,-44.54741445,48.80711779,0.338287332,45.978,1657360562,70,433263
1,50.84632167,6.268093333,109.3868362,20.25896601,3.126663712,-45.12580338,49.56609786,0.319210581,216.91,1657360733,70,433263
2,50.84630167,6.268085,107.4867931,19.35253037,0.596638271,-44.4708525,48.50941244,0.306370563,253.184,1657360770,70,433263
3,50.84630167,6.268085,107.4867931,19.08507857,-4.533261878,-43.34731827,47.59420237,0.380160509,372.216,1657360889,70,433263
4,50.84625833,6.268048333,108.6867118,18.96866365,-2.498355307,-43.81362217,47.81031151,0.32306008,457.415,1657360974,70,433263
5,50.84623833,6.268033333,110.0866731,19.87497395,-1.786035623,-43.69248657,48.03779024,0.2965254,529.403,1657361046,70,433263
6,50.84623,6.267996667,109.7866766,19.27136045,-0.193220983,-44.15271481,48.17785138,0.353854368,634.39,1657361151,70,433263
7,50.84620667,6.26797,107.2866373,19.45747474,0.539081478,-44.15268113,48.26337476,0.326953464,731.267,1657361248,70,433263
8,50.84618833,6.26794,108.3866123,19.95407023,0.494882257,-43.86230224,48.19366651,0.324525928,814.03,1657361330,70,433263
9,50.84618833,6.26794,108.3866123,19.01859651,-1.695385579,-43.68781548,47.68347904,0.372432665,905.849,1657361422,70,433263
10,50.84613667,6.267883333,109.5865238,20.34104802,0.093836318,-43.73386105,48.23668431,0.385009657,972.289,1657361489,70,433263
11,50.84613667,6.267883333,109.5865238,18.97381932,-1.997816874,-43.87641106,47.84700012,0.33005675,1049.541,1657361566,70,433263
12,50.84607667,6.267856667,110.0863956,19.13597478,-2.223247841,-43.55834667,47.62948151,0.321856644,1112.454,1657361629,70,433263
13,50.84607667,6.267856667,110.0863956,19.15160689,-1.445483834,-43.78709395,47.81508233,0.336566049,1202.672,1657361719,70,433263
14,50.846045,6.267825,109.7863394,19.36505615,4.951896368,-44.28299555,48.58628747,0.299282256,1253.721,1657361770,70,433263
15,50.84603,6.267771667,110.3863375,18.93167752,-0.908417313,-44.01333258,47.92277652,0.365811624,1314.952,1657361831,70,433263
16,50.84599667,6.267748333,110.1862719,19.77476101,-1.511026679,-43.35759168,47.69098309,0.344183339,1370.723,1657361887,70,433263
17,50.84599667,6.267748333,110.1862719,19.06547045,-2.071995447,-43.39769004,47.44753527,0.317888367,1413.121,1657361930,70,433263
18,50.84599667,6.267748333,110.1862719,20.25756585,4.586046519,-43.69524716,48.39788502,0.412634449,1500.584,1657362017,70,433263
